"2011-07-28T03:54:23.934+00:00"|"0"|"618475290624"
"2010-11-21T23:55:41.755+00:00"|"0"|"343597383683"
"2010-12-31T01:20:34.824+00:00"|"0"|"343597383684"
"2012-05-11T03:26:12.467+00:00"|"962072674306"|"962072674309"
"2012-05-11T03:26:13.467+00:00"|"962072674306"|"962072674310"
"2012-05-11T03:26:14.467+00:00"|"962072674306"|"962072674311"
"2012-05-11T03:26:15.467+00:00"|"962072674306"|"962072674312"
"2012-05-11T03:26:16.467+00:00"|"962072674306"|"962072674313"
"2012-05-11T03:26:17.467+00:00"|"962072674306"|"962072674314"
"2012-05-11T03:26:18.467+00:00"|"962072674306"|"962072674315"
"2012-05-11T03:26:19.467+00:00"|"962072674306"|"962072674316"
"2012-05-11T03:26:20.467+00:00"|"962072674306"|"962072674317"
"2012-05-11T03:26:21.467+00:00"|"962072674306"|"962072674318"
"2012-05-11T03:26:22.467+00:00"|"962072674306"|"962072674319"
"2012-05-11T03:26:23.467+00:00"|"962072674306"|"962072674320"
"2012-05-11T03:26:24.467+00:00"|"962072674306"|"962072674321"
"2012-05-11T03:26:25.467+00:00"|"962072674306"|"962072674322"
"2012-05-11T03:26:26.467+00:00"|"962072674306"|"962072674323"
"2012-05-11T03:26:27.467+00:00"|"962072674306"|"962072674324"
"2012-05-11T03:26:28.467+00:00"|"962072674306"|"962072674325"
"2012-05-11T03:26:29.467+00:00"|"962072674306"|"962072674326"
"2012-05-11T03:26:30.467+00:00"|"962072674306"|"962072674327"
"2012-10-02T03:17:04.122+00:00"|"1099511627779"|"1099511627800"
"2012-10-02T03:17:05.122+00:00"|"1099511627779"|"1099511627801"
"2012-10-02T03:17:06.122+00:00"|"1099511627779"|"1099511627802"
"2012-10-02T03:17:07.122+00:00"|"1099511627779"|"1099511627803"
"2012-10-02T03:17:08.122+00:00"|"1099511627779"|"1099511627804"
"2012-10-02T03:17:09.122+00:00"|"1099511627779"|"1099511627805"
"2012-10-02T03:17:10.122+00:00"|"1099511627779"|"1099511627806"
"2012-10-02T03:17:11.122+00:00"|"1099511627779"|"1099511627807"
"2012-10-02T03:17:12.122+00:00"|"1099511627779"|"1099511627808"
"2012-10-02T03:17:13.122+00:00"|"1099511627779"|"1099511627809"
"2012-10-02T03:17:14.122+00:00"|"1099511627779"|"1099511627810"
"2012-10-02T03:17:15.122+00:00"|"1099511627779"|"1099511627811"
"2012-10-02T03:17:16.122+00:00"|"1099511627779"|"1099511627812"
"2012-10-02T03:17:17.122+00:00"|"1099511627779"|"1099511627813"
"2012-10-02T03:17:18.122+00:00"|"1099511627779"|"1099511627814"
"2012-10-02T03:17:19.122+00:00"|"1099511627779"|"1099511627815"
"2011-03-23T03:55:09.581+00:00"|"481036337156"|"481036337192"
"2011-03-23T03:55:10.581+00:00"|"481036337156"|"481036337193"
"2011-03-23T03:55:11.581+00:00"|"481036337156"|"481036337194"
"2011-03-23T03:55:12.581+00:00"|"481036337156"|"481036337195"
"2011-03-23T03:55:13.581+00:00"|"481036337156"|"481036337196"
"2011-03-23T03:55:14.581+00:00"|"481036337156"|"481036337197"
"2011-03-23T03:55:15.581+00:00"|"481036337156"|"481036337198"
"2012-03-31T02:07:58.639+00:00"|"893353197573"|"893353197615"
"2010-06-19T03:40:27.443+00:00"|"137438953478"|"137438953520"
"2010-06-19T03:40:28.443+00:00"|"137438953478"|"137438953521"
"2010-11-11T01:14:43.657+00:00"|"343597383687"|"343597383730"
"2010-11-11T01:14:44.657+00:00"|"343597383687"|"343597383731"
"2010-11-11T01:14:45.657+00:00"|"343597383687"|"343597383732"
